Rechnung_ID,Produktart,Produkthersteller,Kaufdatum,Anzahl,Preis,Kunden_ID,Alter,Geschlecht,Wohnort,Kanalpräferenz,Rabattnutzung
R25880001,Drucker,Canon,2016-07-15,1,113.24,2588,48,Weiblich,Braunschweig,Store,Nein
R25890000,Spielkonsole,Sony,2016-04-27,1,514.99,2589,21,Weiblich,Radolfshausen,Online_Desktop,Ja
R25890000,Mikrowelle,Samsung,2016-04-27,1,207.39,2589,21,Weiblich,Radolfshausen,Online_Desktop,Nein
R25900005,Spielkonsole,Nintendo,2016-04-18,1,624.99,2590,68,Weiblich,Ronnenberg,Store,Ja
R25900002,Drucker,HP,2016-04-27,1,100.11,2590,68,Weiblich,Ronnenberg,Store,Ja
R25900001,Bluetooth Kopfhörer,JBL,2016-08-07,1,111.99,2590,68,Weiblich,Ronnenberg,Store,Nein
R25900006,Tablet,Xiaomi,2016-07-08,2,140.59,2590,68,Weiblich,Ronnenberg,Store,Nein
R25900003,Business-Laptop,Lenovo,2016-11-26,1,2446.59,2590,68,Weiblich,Ronnenberg,Store,Ja
R25900000,Spiegelreflexkamera,Nikon,2016-02-14,1,2704.39,2590,68,Weiblich,Ronnenberg,Online_App,Ja
R25900004,Massagegerät,Beurer,2016-08-28,1,634.09,2590,68,Weiblich,Ronnenberg,Store,Nein
R25900005,Digitalkamera,Nikon,2016-04-18,1,43.29,2590,68,Weiblich,Ronnenberg,Store,Ja
R25900006,Batterien,Panasonic,2016-07-08,1,11.99,2590,68,Weiblich,Ronnenberg,Store,Nein
R25910000,Tablet,Lenovo,2016-04-22,1,461.79,2591,14,Männlich,Börßum,Store,Nein
R25910000,Tablet,Asus,2016-04-22,1,375.49,2591,14,Männlich,Börßum,Store,Nein
R25910000,Staubsauger,Dyson,2016-04-22,1,87.89,2591,14,Männlich,Börßum,Store,Nein
R25910000,Haarföhn,Philips,2016-04-22,1,173.69,2591,14,Männlich,Börßum,Store,Nein
R25910000,Staubsauger,Siemens,2016-04-22,1,247.39,2591,14,Männlich,Börßum,Store,Nein
R25920000,Film-DVD,,2016-02-05,1,35.59,2592,49,Männlich,Neustadt am Rübenberge,Online_App,Nein
R25920000,In-Ear Kopfhörer,LG,2016-02-05,1,138.69,2592,49,Männlich,Neustadt am Rübenberge,Online_App,Nein
R25920000,Spiegelreflexkamera,Canon,2016-02-05,1,1593.89,2592,49,Männlich,Neustadt am Rübenberge,Online_App,Ja
R25930002,PC-Spiel,Rockstar Games,2016-12-08,1,30.79,2593,24,Weiblich,Elze,Online_Desktop,Ja
R25930000,Staubsauger,Siemens,2016-12-12,1,299.09,2593,24,Weiblich,Elze,Online_Desktop,Ja
R25930002,Haarföhn,Grundig,2016-12-08,1,306.39,2593,24,Weiblich,Elze,Online_Desktop,Nein
R25930004,Kaffeevollautomat,DeLonghi,2016-03-21,1,376.39,2593,24,Weiblich,Elze,Online_Desktop,Nein
R25930003,PC-Spiel,Ubisoft,2016-05-25,1,33.0,2593,24,Weiblich,Elze,Online_App,Nein
R25930003,Rasierer,Grundig,2016-05-25,1,328.09,2593,24,Weiblich,Elze,Online_App,Ja
R25930002,Digitalkamera,Panasonic,2016-12-08,1,175.59,2593,24,Weiblich,Elze,Online_Desktop,Ja
R25930001,Spiegelreflexkamera,Canon,2016-05-14,1,1533.29,2593,24,Weiblich,Elze,Online_App,Nein
R25930001,Bügeleisen,Philips,2016-05-14,1,812.03,2593,24,Weiblich,Elze,Online_App,Nein
R25930001,Spielkonsole,Microsoft,2016-05-14,1,435.0,2593,24,Weiblich,Elze,Online_App,Ja
R25940000,Gaming-Laptop,Apple,2016-02-02,1,1273.0,2594,37,Weiblich,Hameln,Store,Nein
R25940000,Digitalkamera,Canon,2016-02-02,1,421.99,2594,37,Weiblich,Hameln,Store,Nein
R25950000,Mikrowelle,Samsung,2016-12-26,1,181.99,2595,34,Männlich,Bad Sachsa,Online_Desktop,Ja
R25950002,Smart-TV,Grundig,2016-01-27,1,1570.49,2595,34,Männlich,Bad Sachsa,Online_App,Nein
R25950003,Convertible Laptop,Acer,2016-11-30,1,841.99,2595,34,Männlich,Bad Sachsa,Online_Desktop,Ja
R25950003,Spielkonsole,Microsoft,2016-11-30,1,502.0,2595,34,Männlich,Bad Sachsa,Online_Desktop,Ja
R25950001,Staubsauger,Grundig,2016-06-02,1,290.09,2595,34,Männlich,Bad Sachsa,Online_Desktop,Nein
R25960001,Wasserkocher,Braun,2016-07-15,1,67.09,2596,48,Männlich,Hoya,Store,Ja
R25960002,Rasierer,Philips,2016-03-05,1,67.89,2596,48,Männlich,Hoya,Online_App,Nein
R25960002,Film-DVD,,2016-03-05,1,23.0,2596,48,Männlich,Hoya,Online_App,Ja
R25960002,Haarföhn,Philips,2016-03-05,1,222.09,2596,48,Männlich,Hoya,Online_App,Ja
R25960000,Gaming-Laptop,Asus,2016-07-19,1,1504.49,2596,48,Männlich,Hoya,Online_App,Ja
R25960000,Toaster,Philips,2016-07-19,1,45.39,2596,48,Männlich,Hoya,Online_App,Ja
R25970000,Spielkonsole,Microsoft,2016-09-22,1,507.0,2597,36,Weiblich,Bovenden,Store,Nein
R25970000,Smartphone,Apple,2016-09-22,1,416.39,2597,36,Weiblich,Bovenden,Store,Nein
R25970000,Business-Laptop,Microsoft,2016-09-22,1,1461.29,2597,36,Weiblich,Bovenden,Store,Nein
R25970000,Elektrische Zahnbürste,Philips,2016-09-22,3,85.49,2597,36,Weiblich,Bovenden,Store,Nein
R25970000,Bluetooth Kopfhörer,LG,2016-09-22,1,131.49,2597,36,Weiblich,Bovenden,Store,Ja
R25970000,Staubsauger,Grundig,2016-09-22,1,416.39,2597,36,Weiblich,Bovenden,Store,Ja
R25970000,Elektrische Zahnbürste,Philips,2016-09-22,1,51.09,2597,36,Weiblich,Bovenden,Store,Nein
R25970000,Kaffeemaschine,Melitta,2016-09-22,1,87.19,2597,36,Weiblich,Bovenden,Store,Nein
R25980000,Digitalkamera,Sony,2016-08-09,1,682.29,2598,65,Männlich,Celle,Store,Ja
R25980000,Convertible Laptop,Apple,2016-08-09,1,1000.0,2598,65,Männlich,Celle,Store,Ja
R25980000,Staubsauger,Grundig,2016-08-09,1,201.29,2598,65,Männlich,Celle,Store,Nein
R25980000,Tablet,Microsoft,2016-08-09,1,418.59,2598,65,Männlich,Celle,Store,Ja
R25980000,Smart-TV,Sony,2016-08-09,1,1272.0,2598,65,Männlich,Celle,Store,Nein
R25980000,Bluetooth Kopfhörer,Philips,2016-08-09,1,214.69,2598,65,Männlich,Celle,Store,Nein
R25980000,Kaffeevollautomat,Philips,2016-08-09,1,1802.0,2598,65,Männlich,Celle,Store,Ja
R25980000,Spielkonsole,Sony,2016-08-09,1,610.0,2598,65,Männlich,Celle,Store,Ja
R25990000,Bügeleisen,Braun,2016-03-09,1,180.29,2599,24,Männlich,Bissendorf,Store,Ja
R25990002,Kabel,,2016-04-14,1,111.97,2599,24,Männlich,Bissendorf,Online_App,Nein
R25990002,USB-Stick,Philips,2016-04-14,1,27.89,2599,24,Männlich,Bissendorf,Online_App,Ja
R25990001,Gaming-Laptop,Samsung,2016-08-18,1,1264.0,2599,24,Männlich,Bissendorf,Online_Desktop,Nein
R25990003,Film-DVD,,2016-12-02,1,23.99,2599,24,Männlich,Bissendorf,Online_App,Ja
R25990001,Waschmaschine,Sharp,2016-08-18,1,927.49,2599,24,Männlich,Bissendorf,Online_Desktop,Nein
R26000000,Tablet,Acer,2016-05-14,1,339.0,2600,58,Weiblich,Burgdorf,Store,Nein
R26000000,Tablet,Asus,2016-05-14,1,468.0,2600,58,Weiblich,Burgdorf,Store,Ja
R26010000,Rasierer,Braun,2016-12-17,1,300.69,2601,31,Weiblich,Lehrte,Online_App,Nein
R26010000,Gaming-Laptop,Microsoft,2016-12-17,1,1241.0,2601,31,Weiblich,Lehrte,Online_App,Ja
R26010000,Elektrische Zahnbürste,Oral-B,2016-12-17,2,48.99,2601,31,Weiblich,Lehrte,Online_App,Ja
R26010000,Waschmaschine,LG,2016-12-17,1,792.0,2601,31,Weiblich,Lehrte,Online_App,Nein
R26020000,Convertible Laptop,HP,2016-12-28,1,1080.19,2602,58,Weiblich,Wennigsen,Store,Nein
R26020000,Tablet,HP,2016-12-28,1,517.49,2602,58,Weiblich,Wennigsen,Store,Ja
R26030001,Rasierer,Panasonic,2016-01-27,2,297.59,2603,44,Weiblich,Bad Sachsa,Online_Desktop,Ja
R26030001,Kühlschrank,Samsung,2016-01-27,1,408.69,2603,44,Weiblich,Bad Sachsa,Online_Desktop,Nein
R26030001,Tablet,Apple,2016-01-27,1,495.29,2603,44,Weiblich,Bad Sachsa,Online_Desktop,Nein
R26030002,PC-Spiel,Konami,2016-10-14,1,34.0,2603,44,Weiblich,Bad Sachsa,Online_App,Ja
R26030000,Rasierer,Philips,2016-07-17,1,171.89,2603,44,Weiblich,Bad Sachsa,Online_App,Ja
R26030001,Wasserkocher,Braun,2016-01-27,1,62.49,2603,44,Weiblich,Bad Sachsa,Online_Desktop,Nein
R26030002,Rasierer,Philips,2016-10-14,1,89.89,2603,44,Weiblich,Bad Sachsa,Online_App,Nein
R26030000,Waschmaschine,Bosch,2016-07-17,1,786.59,2603,44,Weiblich,Bad Sachsa,Online_App,Ja
R26030001,Smartphone,Sony,2016-01-27,1,1010.69,2603,44,Weiblich,Bad Sachsa,Online_Desktop,Ja
R26040000,Haarföhn,Dyson,2016-03-17,1,185.69,2604,43,Weiblich,Clausthal-Zellerfeld,Online_App,Ja
R26040000,Rasierer,Philips,2016-03-17,1,531.99,2604,43,Weiblich,Clausthal-Zellerfeld,Online_App,Nein
R26040001,Tablet,Samsung,2016-12-07,2,299.79,2604,43,Weiblich,Clausthal-Zellerfeld,Online_Desktop,Nein
R26040000,Rasierer,Philips,2016-03-17,1,69.59,2604,43,Weiblich,Clausthal-Zellerfeld,Online_App,Nein
R26050000,Drucker,Canon,2016-07-24,1,99.86,2605,69,Männlich,Burgdorf,Store,Nein
R26050000,Rasierer,Philips,2016-07-24,1,98.99,2605,69,Männlich,Burgdorf,Store,Nein
R26050000,Drucker,Philips,2016-07-24,1,111.0,2605,69,Männlich,Burgdorf,Store,Nein
R26060000,Smartphone,Samsung,2016-08-10,1,484.39,2606,34,Weiblich,Elze,Online_App,Ja
R26060000,Elektrische Zahnbürste,Oral-B,2016-08-10,1,80.89,2606,34,Weiblich,Elze,Online_App,Ja
R26060000,Gaming-Laptop,Acer,2016-08-10,1,1365.29,2606,34,Weiblich,Elze,Online_App,Ja
R26060000,Spiegelreflexkamera,Nikon,2016-08-10,1,1485.89,2606,34,Weiblich,Elze,Online_App,Ja
R26060000,Tablet,Acer,2016-08-10,1,306.39,2606,34,Weiblich,Elze,Online_App,Nein
R26060000,Batterien,Panasonic,2016-08-10,1,28.99,2606,34,Weiblich,Elze,Online_App,Ja
R26070000,Massagegerät,Beurer,2016-12-15,1,2143.59,2607,54,Männlich,Hornburg,Online_Desktop,Ja
R26070000,Batterien,Duracel,2016-12-15,1,11.99,2607,54,Männlich,Hornburg,Online_Desktop,Ja
R26080000,Bluetooth Kopfhörer,Apple,2016-08-04,1,509.79,2608,37,Weiblich,Burgdorf,Store,Ja
R26080000,Digitalkamera,Panasonic,2016-08-04,1,148.59,2608,37,Weiblich,Burgdorf,Store,Ja
R26080000,Smartphone,Xiaomi,2016-08-04,1,343.59,2608,37,Weiblich,Burgdorf,Store,Nein
R26090000,Wasserkocher,Philips,2016-03-11,1,71.39,2609,33,Männlich,Helmstedt,Online_App,Nein
R26090000,Kühlschrank,Sharp,2016-03-11,1,606.59,2609,33,Männlich,Helmstedt,Online_App,Nein
R26090000,WLAN-Router,AVM,2016-03-11,1,321.0,2609,33,Männlich,Helmstedt,Online_App,Ja
R26090000,USB-Stick,Samsung,2016-03-11,1,12.29,2609,33,Männlich,Helmstedt,Online_App,Ja
R26090000,Convertible Laptop,Microsoft,2016-03-11,1,1505.59,2609,33,Männlich,Helmstedt,Online_App,Nein
R26090000,Kaffeemaschine,Melitta,2016-03-11,1,175.49,2609,33,Männlich,Helmstedt,Online_App,Ja
R26090000,Business-Laptop,HP,2016-03-11,1,2292.0,2609,33,Männlich,Helmstedt,Online_App,Ja
R26090000,Smartphone,Sony,2016-03-11,1,2045.09,2609,33,Männlich,Helmstedt,Online_App,Nein
R26100000,Convertible Laptop,Microsoft,2016-12-09,1,970.59,2610,56,Männlich,Hameln,Store,Ja
R26100001,Digitalkamera,Panasonic,2016-04-15,1,488.79,2610,56,Männlich,Hameln,Online_App,Ja
R26110000,Kühlschrank,Exquisit,2016-12-06,1,167.69,2611,38,Weiblich,Wunstorf,Store,Ja
R26110000,Bügeleisen,Braun,2016-12-06,1,598.74,2611,38,Weiblich,Wunstorf,Store,Nein
R26120001,Bügeleisen,Tefal,2016-12-17,1,229.69,2612,36,Weiblich,Sarstedt,Online_App,Ja
R26120000,Bügeleisen,Braun,2016-02-14,1,625.52,2612,36,Weiblich,Sarstedt,Online_App,Nein
R26120000,Heimkino System,Samsung,2016-02-14,1,1071.0,2612,36,Weiblich,Sarstedt,Online_App,Ja
R26120001,Massagegerät,Beurer,2016-12-17,1,2973.09,2612,36,Weiblich,Sarstedt,Online_App,Nein
R26120001,In-Ear Kopfhörer,Apple,2016-12-17,1,43.59,2612,36,Weiblich,Sarstedt,Online_App,Ja
R26120001,Film-DVD,,2016-12-17,1,26.0,2612,36,Weiblich,Sarstedt,Online_App,Nein
R26130000,Waschmaschine,Siemens,2016-05-12,1,611.0,2613,49,Männlich,Hattorf am Harz,Online_App,Ja
R26130000,Mikrowelle,Sharp,2016-05-12,1,478.79,2613,49,Männlich,Hattorf am Harz,Online_App,Ja
R26130000,Smartphone,Apple,2016-05-12,1,1566.69,2613,49,Männlich,Hattorf am Harz,Online_App,Nein
R26130000,Film-DVD,,2016-05-12,2,30.0,2613,49,Männlich,Hattorf am Harz,Online_App,Ja
R26130000,Haarföhn,Grundig,2016-05-12,1,62.39,2613,49,Männlich,Hattorf am Harz,Online_App,Nein
R26130000,Bluetooth Lautsprecher,JBL,2016-05-12,1,436.39,2613,49,Männlich,Hattorf am Harz,Online_App,Nein
R26130000,Smart-TV,Sony,2016-05-12,1,1617.0,2613,49,Männlich,Hattorf am Harz,Online_App,Nein
R26130000,Toaster,Philips,2016-05-12,1,63.99,2613,49,Männlich,Hattorf am Harz,Online_App,Nein
R26150000,Bluetooth Kopfhörer,Samsung,2016-06-06,1,549.59,2615,37,Weiblich,Goslar,Store,Ja
R26150001,WLAN-Router,AVM,2016-07-10,2,422.0,2615,37,Weiblich,Goslar,Online_App,Nein
R26150001,Waschmaschine,Sharp,2016-07-10,1,250.0,2615,37,Weiblich,Goslar,Online_App,Ja
R26150001,WLAN-Router,AVM,2016-07-10,2,504.29,2615,37,Weiblich,Goslar,Online_App,Nein
R26150000,Staubsauger,Xiaomi,2016-06-06,1,334.09,2615,37,Weiblich,Goslar,Store,Ja
R26170002,Tablet,Samsung,2016-03-10,1,416.19,2617,38,Weiblich,Lengede,Store,Nein
R26170003,Rasierer,Grundig,2016-12-21,1,152.79,2617,38,Weiblich,Lengede,Online_Desktop,Ja
R26170003,Staubsauger,Samsung,2016-12-21,1,205.89,2617,38,Weiblich,Lengede,Online_Desktop,Nein
R26170003,Smartphone,Samsung,2016-12-21,1,1936.69,2617,38,Weiblich,Lengede,Online_Desktop,Ja
R26170001,Convertible Laptop,LG,2016-05-16,1,594.0,2617,38,Weiblich,Lengede,Online_App,Nein
R26170000,Waschmaschine,Sharp,2016-10-29,1,567.0,2617,38,Weiblich,Lengede,Online_App,Nein
R26190000,Haarföhn,Grundig,2016-06-19,1,193.09,2619,62,Männlich,Salzgitter,Store,Nein
R26190000,Business-Laptop,Dell,2016-06-19,1,1700.0,2619,62,Männlich,Salzgitter,Store,Nein
R26190000,Spielkonsole,Microsoft,2016-06-19,1,540.0,2619,62,Männlich,Salzgitter,Store,Nein
R26200000,Spielkonsole,Sony,2016-08-01,1,590.99,2620,49,Männlich,Peine,Store,Nein
R26200000,Tablet,Samsung,2016-08-01,1,383.39,2620,49,Männlich,Peine,Store,Nein
R26210000,Tablet,HP,2016-07-27,1,350.0,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Ja
R26210000,Drucker,Brother,2016-07-27,1,117.05,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Nein
R26210000,Smartphone,Sony,2016-07-27,1,857.49,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Ja
R26210000,Smart-TV,Siemens,2016-07-27,1,2277.29,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Nein
R26210000,Convertible Laptop,Microsoft,2016-07-27,1,1269.39,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Ja
R26210000,Film-DVD,,2016-07-27,1,46.99,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Nein
R26210000,Rasierer,Grundig,2016-07-27,1,54.19,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Nein
R26210000,Staubsauger,Siemens,2016-07-27,2,136.59,2621,22,Weiblich,Neustadt am Rübenberge,Online_Desktop,Ja
R26220000,Haarföhn,Panasonic,2016-10-17,1,72.59,2622,69,Männlich,Alfeld,Store,Ja
R26220000,Spiegelreflexkamera,Panasonic,2016-10-17,1,1117.69,2622,69,Männlich,Alfeld,Store,Nein
R26220000,PC-Spiel,Ubisoft,2016-10-17,1,33.0,2622,69,Männlich,Alfeld,Store,Nein
R26230002,Smart-TV,LG,2016-04-08,1,1896.0,2623,49,Weiblich,Steinhude,Store,Ja
R26230001,Haarföhn,Dyson,2016-09-30,1,115.59,2623,49,Weiblich,Steinhude,Online_Desktop,Ja
R26230002,Smart-TV,Grundig,2016-04-08,1,1936.0,2623,49,Weiblich,Steinhude,Store,Ja
R26230000,Wasserkocher,Braun,2016-07-25,1,39.79,2623,49,Weiblich,Steinhude,Online_Desktop,Nein
R26230002,Spielkonsole,Microsoft,2016-04-08,1,635.99,2623,49,Weiblich,Steinhude,Store,Ja
R26240001,Smartphone,Samsung,2016-04-11,1,626.39,2624,37,Männlich,Moringen,Online_App,Nein
R26240001,Digitalkamera,Canon,2016-04-11,2,78.19,2624,37,Männlich,Moringen,Online_App,Ja
R26240000,Gaming-Laptop,HP,2016-04-21,1,1556.39,2624,37,Männlich,Moringen,Online_App,Nein
R26240001,Heimkino System,JBL,2016-04-11,1,870.59,2624,37,Männlich,Moringen,Online_App,Ja
R26240001,Spiegelreflexkamera,Sony,2016-04-11,2,475.39,2624,37,Männlich,Moringen,Online_App,Nein
R26240000,Waschmaschine,Siemens,2016-04-21,1,780.99,2624,37,Männlich,Moringen,Online_App,Nein
R26240000,Staubsauger,Philips,2016-04-21,1,274.39,2624,37,Männlich,Moringen,Online_App,Ja
R26250000,Bügeleisen,Braun,2016-07-17,1,249.64,2625,26,Weiblich,Ilsede,Online_Desktop,Nein
R26250002,Elektrische Zahnbürste,Philips,2016-09-08,1,60.59,2625,26,Weiblich,Ilsede,Store,Nein
R26250000,PC-Spiel,EA,2016-07-17,1,28.0,2625,26,Weiblich,Ilsede,Online_Desktop,Ja
R26250000,USB-Stick,Philips,2016-07-17,2,9.59,2625,26,Weiblich,Ilsede,Online_Desktop,Ja
R26250001,Kaffeemaschine,Grundig,2016-09-01,1,350.99,2625,26,Weiblich,Ilsede,Online_Desktop,Nein
R26250001,Mikrowelle,Siemens,2016-09-01,1,222.79,2625,26,Weiblich,Ilsede,Online_Desktop,Nein
R26260001,PC-Spiel,EA,2016-07-15,1,36.0,2626,63,Männlich,Hattorf am Harz,Store,Nein
R26260000,Rasierer,Panasonic,2016-10-20,1,61.79,2626,63,Männlich,Hattorf am Harz,Store,Ja
R26260001,Tablet,Xiaomi,2016-07-15,1,490.29,2626,63,Männlich,Hattorf am Harz,Store,Nein
R26260000,USB-Stick,Samsung,2016-10-20,1,19.19,2626,63,Männlich,Hattorf am Harz,Store,Ja
R26310000,Smart-TV,Samsung,2016-05-22,1,2487.29,2631,23,Weiblich,Syke,Online_Desktop,Nein
R26310000,Staubsauger,Bosch,2016-05-22,1,161.89,2631,23,Weiblich,Syke,Online_Desktop,Ja
R26310000,USB-Stick,Sandisk,2016-05-22,1,18.49,2631,23,Weiblich,Syke,Online_Desktop,Nein
R26310000,Kaffeemaschine,Bosch,2016-05-22,1,218.69,2631,23,Weiblich,Syke,Online_Desktop,Nein
R26310000,Elektrische Zahnbürste,Oral-B,2016-05-22,1,70.89,2631,23,Weiblich,Syke,Online_Desktop,Nein
R26310000,Kaffeevollautomat,Melitta,2016-05-22,1,1291.79,2631,23,Weiblich,Syke,Online_Desktop,Nein
R26310000,Convertible Laptop,Asus,2016-05-22,1,1001.0,2631,23,Weiblich,Syke,Online_Desktop,Nein
R26310000,In-Ear Kopfhörer,Sony,2016-05-22,1,148.89,2631,23,Weiblich,Syke,Online_Desktop,Ja
R26320000,Film-DVD,,2016-09-01,1,38.0,2632,24,Männlich,Munster,Store,Nein
R26320000,Digitalkamera,Nikon,2016-09-01,1,207.69,2632,24,Männlich,Munster,Store,Nein
R26330003,Spiegelreflexkamera,Panasonic,2016-06-08,1,463.19,2633,16,Männlich,Elze,Online_Desktop,Nein
R26330000,Bluetooth Lautsprecher,JBL,2016-08-08,1,323.69,2633,16,Männlich,Elze,Online_App,Ja
R26330001,Convertible Laptop,Asus,2016-07-19,1,885.99,2633,16,Männlich,Elze,Store,Ja
R26330003,Haarföhn,Grundig,2016-06-08,1,234.99,2633,16,Männlich,Elze,Online_Desktop,Nein
R26330003,Staubsauger,Bosch,2016-06-08,1,142.99,2633,16,Männlich,Elze,Online_Desktop,Nein
R26330002,Bügeleisen,Philips,2016-10-12,1,598.2,2633,16,Männlich,Elze,Online_App,Nein
R26340002,Smartphone,Samsung,2016-06-03,1,1093.09,2634,64,Weiblich,Lengede,Store,Nein
R26340001,Wasserkocher,Philips,2016-04-09,1,56.19,2634,64,Weiblich,Lengede,Store,Ja
R26340000,Massagegerät,Beurer,2016-06-28,1,552.49,2634,64,Weiblich,Lengede,Online_Desktop,Nein
R26340000,Bluetooth Lautsprecher,Sony,2016-06-28,2,108.99,2634,64,Weiblich,Lengede,Online_Desktop,Nein
R26340001,Massagegerät,Lacamax,2016-04-09,1,2611.99,2634,64,Weiblich,Lengede,Store,Nein
R26340000,Mikrowelle,Sharp,2016-06-28,1,547.49,2634,64,Weiblich,Lengede,Online_Desktop,Nein
R26350002,Elektrische Zahnbürste,Philips,2016-04-20,1,80.09,2635,33,Männlich,Bockenem,Online_App,Ja
R26350001,Staubsauger,Bosch,2016-06-09,1,385.79,2635,33,Männlich,Bockenem,Online_App,Nein
R26350001,Elektrische Zahnbürste,Philips,2016-06-09,1,70.49,2635,33,Männlich,Bockenem,Online_App,Nein
R26350002,Digitalkamera,Panasonic,2016-04-20,1,705.99,2635,33,Männlich,Bockenem,Online_App,Nein
R26350000,Wasserkocher,Bosch,2016-03-25,1,51.49,2635,33,Männlich,Bockenem,Online_Desktop,Ja
R26360004,Mikrowelle,Exquisit,2016-04-07,1,322.09,2636,39,Männlich,Seesen,Online_App,Ja
R26360001,Kaffeemaschine,Melitta,2016-12-04,2,246.89,2636,39,Männlich,Seesen,Online_Desktop,Ja
R26360000,Heimkino System,JBL,2016-05-12,1,1094.0,2636,39,Männlich,Seesen,Online_App,Ja
R26360001,Haarföhn,Philips,2016-12-04,1,156.49,2636,39,Männlich,Seesen,Online_Desktop,Nein
R26360002,Smart-TV,Grundig,2016-10-26,1,1187.49,2636,39,Männlich,Seesen,Online_App,Nein
R26360001,Massagegerät,Lacamax,2016-12-04,1,1945.19,2636,39,Männlich,Seesen,Online_Desktop,Ja
R26360003,Elektrische Zahnbürste,Oral-B,2016-12-08,1,66.09,2636,39,Männlich,Seesen,Online_App,Ja
R26370001,Kaffeemaschine,Bosch,2016-09-24,1,68.59,2637,50,Weiblich,Lengede,Online_App,Nein
R26370001,Massagegerät,Beurer,2016-09-24,1,1207.39,2637,50,Weiblich,Lengede,Online_App,Nein
R26370000,Staubsauger,Xiaomi,2016-12-23,1,269.29,2637,50,Weiblich,Lengede,Online_App,Nein
R26370001,Business-Laptop,HP,2016-09-24,1,1287.0,2637,50,Weiblich,Lengede,Online_App,Nein
R26370000,Kaffeemaschine,Bosch,2016-12-23,2,217.69,2637,50,Weiblich,Lengede,Online_App,Nein
R26370001,Smartphone,Huawei,2016-09-24,1,422.99,2637,50,Weiblich,Lengede,Online_App,Nein
R26370000,Wasserkocher,Philips,2016-12-23,1,66.39,2637,50,Weiblich,Lengede,Online_App,Nein
R26380001,Bluetooth Kopfhörer,JBL,2016-12-21,1,113.59,2638,60,Männlich,Hoya,Store,Ja
R26380001,Digitalkamera,Panasonic,2016-12-21,1,113.09,2638,60,Männlich,Hoya,Store,Ja
R26380002,Staubsauger,Grundig,2016-05-01,1,174.19,2638,60,Männlich,Hoya,Store,Nein
R26380002,Mikrowelle,LG,2016-05-01,1,610.79,2638,60,Männlich,Hoya,Store,Nein
R26380000,Waschmaschine,Grundig,2016-03-19,1,1019.0,2638,60,Männlich,Hoya,Store,Ja
R26380000,Smartphone,Sony,2016-03-19,1,1644.59,2638,60,Männlich,Hoya,Store,Ja
R26380000,Spielkonsole,Nintendo,2016-03-19,1,540.99,2638,60,Männlich,Hoya,Store,Nein
R26390000,Smart-TV,Siemens,2016-04-03,1,1550.79,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390004,Tablet,HP,2016-08-25,1,320.49,2639,24,Weiblich,Ebergötzen,Store,Ja
R26390002,Bügeleisen,Braun,2016-03-22,1,122.82,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390001,Staubsauger,Grundig,2016-03-28,1,252.99,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390000,Tablet,Apple,2016-04-03,1,362.39,2639,24,Weiblich,Ebergötzen,Store,Ja
R26390001,Smartphone,Xiaomi,2016-03-28,1,440.19,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390001,In-Ear Kopfhörer,Xiaomi,2016-03-28,1,98.59,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390000,Staubsauger,Siemens,2016-04-03,1,324.29,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390000,Batterien,Duracel,2016-04-03,1,4.99,2639,24,Weiblich,Ebergötzen,Store,Nein
R26390003,Toaster,Bosch,2016-12-13,1,52.49,2639,24,Weiblich,Ebergötzen,Online_Desktop,Ja
R26400000,Convertible Laptop,Apple,2016-02-07,1,1122.0,2640,49,Männlich,Adenbüttel,Online_App,Ja
R26400000,Staubsauger,Samsung,2016-02-07,1,189.69,2640,49,Männlich,Adenbüttel,Online_App,Ja
R26400000,Kaffeemaschine,Braun,2016-02-07,1,153.69,2640,49,Männlich,Adenbüttel,Online_App,Nein
R26400001,Smartphone,Sony,2016-12-21,1,694.49,2640,49,Männlich,Adenbüttel,Online_Desktop,Ja
R26410000,Mikrowelle,LG,2016-07-22,1,532.79,2641,23,Männlich,Bruchhausen-Vilsen,Store,Nein
R26410000,Haarföhn,Dyson,2016-07-22,1,74.99,2641,23,Männlich,Bruchhausen-Vilsen,Store,Nein
R26410000,Batterien,Duracel,2016-07-22,1,11.99,2641,23,Männlich,Bruchhausen-Vilsen,Store,Nein
R26420001,Heimkino System,Sony,2016-07-16,1,1948.59,2642,43,Männlich,Ebergötzen,Online_App,Nein
R26420000,Wasserkocher,Philips,2016-12-05,1,78.29,2642,43,Männlich,Ebergötzen,Online_Desktop,Nein
R26430000,Spielkonsole,Sony,2016-03-09,1,689.0,2643,68,Männlich,Hannover,Online_App,Ja
R26430000,Spielkonsole,Sony,2016-03-09,1,452.0,2643,68,Männlich,Hannover,Online_App,Nein
